MAC,Date Time,Battery no.,,,,Voltage,Current,Remaining Capacity,FullCharge Capacity,Cycle CountState of Health,Relative State of Charge,BMS operation Status,BMS Safety Status,Led Error0,PT_CTL0-1,PT_CTL2,Voltage,Voltage,VoltageVoltage,Cell Voltage1,Cell Voltage2,Cell Voltage3,Cell Voltage4,Cell Voltage5,Cell Voltage6,Cell Voltage7Cell Voltage8,Cell Voltage9,Cell Voltage10,Cell Voltage11,Cell Voltage12,Cell Voltage13,Cell Voltage14,Cell Voltage15Cell Voltage16,Temperature1,Temperature2,Temperature3,Temperature4,Temperature5,Temperature6,Temperature7Temperature8,Temperature9,Temperature10,Temperature11,Temperature12,Temperature13,Temperature14,Temperature15Temperature16,Temperature17,Temperature18,Temperature19,Temperature20,Temperature21,MaxError,PendingEDVExAveCellVoltage,BatteryStatus,Operation Status0,Operation Status1,Safety Status0,Safety Status1,Gauging Status,,,Serial Number_1Serial Number_2,Serial Number_3,Manufacturer Name1,Manufacturer Name2,Manufacturer Name3,Manufacturer Date,Serial Number,Device Chemistry1BMS_FW Ver1,BMS_FW Ver2,BMS_FW Date
30:AE:A4:DD:9F:A8,2023-12-08 00:00:02,01030000004C443F,1,3,218,52613,0,2492,9966,3,100,26,3,0,0,0,0,65535,65535,65535,65535,3289,3289,3289,3287,3289,3287,3287,3287,3287,3288,3287,3287,3287,3288,3287,3293,65535,2970,2970,2960,2970,2960,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,,100,2980,3288,192,263,0,0,0,464,,65535,BF-C4361,106207P,,NEOTEC,,,20231121,0x0001,1279676416,V1.05o1,ail,20231201
30:AE:A4:DD:9F:A8,2023-12-08 00:00:06,01030000004C443F,1,3,218,52615,0,2492,9966,3,100,26,3,0,0,0,0,65535,65535,65535,65535,3289,3289,3289,3287,3289,3287,3287,3287,3287,3288,3287,3288,3287,3288,3287,3295,65535,2970,2970,2960,2970,2970,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,,100,2980,3288,192,263,0,0,0,464,,65535,BF-C4361,106207P,,NEOTEC,,,20231121,0x0001,1279676416,V1.05o1,ail,20231201
30:AE:A4:DD:9F:A8,2023-12-08 00:00:10,01030000004C443F,1,3,218,52604,0,2492,9966,3,100,26,3,0,0,0,0,65535,65535,65535,65535,3289,3289,3289,3287,3288,3287,3287,3287,3287,3288,3287,3287,3287,3288,3287,3294,65535,2970,2970,2960,2970,2970,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,,100,2980,3288,192,263,0,0,0,464,,65535,BF-C4361,106207P,,NEOTEC,,,20231121,0x0001,1279676416,V1.05o1,ail,20231201
30:AE:A4:DD:9F:A8,2023-12-08 00:00:13,01030000004C443F,1,3,218,52613,0,2492,9966,3,100,26,3,0,0,0,0,65535,65535,65535,65535,3289,3289,3289,3287,3289,3287,3287,3287,3287,3288,3287,3287,3287,3288,3287,3293,65535,2970,2970,2960,2970,2960,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,,100,2980,3288,192,263,0,0,0,464,,65535,BF-C4361,106207P,,NEOTEC,,,20231121,0x0001,1279676416,V1.05o1,ail,20231201
30:AE:A4:DD:9F:A8,2023-12-08 00:00:17,01030000004C443F,1,3,218,52615,0,2492,9966,3,100,26,3,0,0,0,0,65535,65535,65535,65535,3289,3289,3289,3287,3289,3288,3287,3287,3287,3288,3288,3287,3287,3288,3287,3295,65535,2970,2970,2960,2970,2960,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,,100,2980,3288,192,263,0,0,0,464,,65535,BF-C4361,106207P,,NEOTEC,,,20231121,0x0001,1279676416,V1.05o1,ail,20231201
30:AE:A4:DD:9F:A8,2023-12-08 00:00:21,01030000004C443F,1,3,218,52613,0,2492,9966,3,100,26,3,0,0,0,0,65535,65535,65535,65535,3289,3289,3289,3287,3289,3287,3287,3287,3287,3288,3287,3287,3287,3288,3286,3293,65535,2970,2970,2960,2970,2960,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,,100,2980,3288,192,263,0,0,0,464,,65535,BF-C4361,106207P,,NEOTEC,,,20231121,0x0001,1279676416,V1.05o1,ail,20231201
30:AE:A4:DD:9F:A8,2023-12-08 00:00:25,01030000004C443F,1,3,218,52604,0,2492,9966,3,100,26,3,0,0,0,0,65535,65535,65535,65535,3289,3289,3289,3287,3288,3287,3287,3287,3287,3288,3287,3287,3287,3288,3287,3294,65535,2970,2970,2960,2970,2960,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,,100,2980,3288,192,263,0,0,0,464,,65535,BF-C4361,106207P,,NEOTEC,,,20231121,0x0001,1279676416,V1.05o1,ail,20231201
30:AE:A4:DD:9F:A8,2023-12-08 00:00:29,01030000004C443F,1,3,218,52604,0,2492,9966,3,100,26,3,0,0,0,0,65535,65535,65535,65535,3289,3289,3289,3287,3289,3288,3287,3287,3287,3288,3286,3287,3287,3288,3287,3294,65535,2970,2970,2960,2970,2960,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,,100,2980,3288,192,263,0,0,0,464,,65535,BF-C4361,106207P,,NEOTEC,,,20231121,0x0001,1279676416,V1.05o1,ail,20231201
30:AE:A4:DD:9F:A8,2023-12-08 00:00:33,01030000004C443F,1,3,218,52612,0,2492,9966,3,100,26,3,0,0,0,0,65535,65535,65535,65535,3289,3289,3289,3287,3288,3288,3287,3287,3287,3288,3287,3287,3287,3288,3287,3292,65535,2970,2970,2960,2970,2960,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,,100,2980,3288,192,263,0,0,0,464,,65535,BF-C4361,106207P,,NEOTEC,,,20231121,0x0001,1279676416,V1.05o1,ail,20231201
30:AE:A4:DD:9F:A8,2023-12-08 00:00:37,01030000004C443F,1,3,218,52613,0,2492,9966,3,100,26,3,0,0,0,0,65535,65535,65535,65535,3289,3289,3289,3287,3289,3287,3287,3287,3287,3288,3287,3287,3287,3288,3287,3293,65535,2970,2970,2960,2970,2960,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,65535,,100,2980,3288,192,263,0,0,0,464,,65535,BF-C4361,106207P,,NEOTEC,,,20231121,0x0001,1279676416,V1.05o1,ail,20231201
